ID,canonisation_score,avg_differences
ABU_TELFAN_Q335418,0.135719851904178,0.11609138104347833
AHNUNG_UND_GEGENWART_Q402329,0.740328921716904,0.10774134034782606
AMANDA_UND_EDUARD_noWikiID,0.0424309919848873,0.18477314956521743
ANGELA_BORGIA_noWikiID,0.0975111340573339,0.18535539043478258
ANNA_noWikiID,0.0367536016133564,0.2477744879130434
ANTON_REISER_Q593385,0.827943039612669,0.09721031530434779
AQUIS_SUBMERSUS_Q623355,0.389868771519071,0.23453775286956519
ASIATISCHE_BANISE_noWikiID,0.0394945910733656,0.28400108721739126
AUF_DEM_STAATSHOF_noWikiID,0.0741722353260478,0.21839825121739134
AUS_DEM_LEBEN_EINER_FRAU_Q101323690,0.0275134422375932,0.16035371426086953
AUS_DEM_LEBEN_EINES_TAUGENICHTS_Q777658,0.462879594039226,0.16561134321739135
AUS_MEINEM_LEBEN._DICHTUNG_UND_WAHRHEIT_Q569377,0.838335598755431,0.10290202147826091
BEATRICE_noWikiID,0.0560723413501725,0.12073528573913045
BELPHEGOR_noWikiID,0.0794735706665683,0.23705742643478253
BLUMEN_noWikiID,0.0851189742374057,0.21338323582608698
BUDDENBROOKS_Q326909,0.144732511897424,0.13837057565217387
BUNTE_STEINE_Q1009887,0.628138424466113,0.1097222004347826
DAS_AMULETT_Q1167148,0.518885031764307,0.14777505347826092
DAS_LEIDEN_EINES_KNABEN_Q1169610,0.0741722353260478,0.1647303671304348
DAS_MARMORBILD_Q1169722,0.628138424466113,0.1629235310434783
DAS_NUSS-KERNEN_noWikiID,0.0275134422375932,0.3144571296521739
DAS_ODFELD_Q1169997,0.33800545810469,0.1688230660869566
DAS_URTEIL_(KAFKA)_Q278998,0.104292668680321,0.22879191721739134
DAS_VERLORENE_LACHEN_Q1171678,0.444348419807107,0.2332875451304347
DER_AUFRUHR_IN_DEN_CEVENNEN_Q1192283,0.0851189742374057,0.12132932173913043
DER_BLONDE_ECKBERT_Q1198407,0.372234887656701,0.17782482713043474
DER_GEISTERSEHER_Q1193812,0.162696328389987,0.13659114043478257
DER_GOLDNE_SPIEGEL_noWikiID,0.0975111340573339,0.2051975652173913
DER_HEILIGE_Q1194176,0.144732511897424,0.17245522217391304
DER_HUNGERPASTOR_Q1194487,0.235356216581709,0.09741378565217391
DER_NACHSOMMER_Q167320,0.768032201522249,0.0882404392173913
DER_RUNENBERG_Q1196568,0.481513882543301,0.21816475008695652
DER_SANDMANN_(HOFFMANN)_Q798227,0.848215508034503,0.10208835095652177
DER_SCHIMMELREITER_Q895730,0.827943039612669,0.0989531813913044
DER_SCHUSS_VON_DER_KANZEL_Q1196769,0.0794735706665683,0.14425929695652173
DER_STECHLIN_(ROMAN)_Q1197130,0.904141522122553,0.09922826730434782
DER_TOD_GEORGS_noWikiID,0.0911257006455229,0.2242095986086956
DER_UNTERTAN_Q476349,0.0318106268524673,0.13430955226086952
DER_WINTERGARTEN_noWikiID,0.0851189742374057,0.1070875000869565
DICHTER_UND_IHRE_GESELLEN_Q1209499,0.0975111340573339,0.12823472817391304
DIE_ABDERITEN_Q1210777,0.0741722353260478,0.20194367347826087
DIE_AKTEN_DES_VOGELSANGS_Q1210969,0.462879594039226,0.15721708373913043
DIE_CHRONIK_DER_SPERLINGSGASSE_Q1211874,0.425970768854918,0.1550067873043479
DIE_ELIXIERE_DES_TEUFELS_Q600849,0.481513882543301,0.10699491199999998
DIE_EPIGONEN_noWikiID,0.175635939901511,0.10947022156521741
DIE_INNERSTE_Q1213605,0.0691979459011065,0.1693415506086957
DIE_JUDENBUCHE_Q1213685,0.481513882543301,0.17020522026086965
DIE_LEHRLINGE_ZU_SAIS_Q1214361,0.500199736105852,0.3037321374782609
DIE_LEIDEN_DES_JUNGEN_WERTHERS_Q151883,0.999997205037213,0.0953014630434783
DIE_LEUTE_VON_SELDWYLA_Q936322,0.897461864857794,0.09875829208695655
DIE_NIHILISTEN_noWikiID,0.0851189742374057,0.17217755391304349
DIE_RICHTERIN_(NOVELLE)_Q1215781,0.372234887656701,0.25078550000000005
DIE_RITTER_VOM_GEISTE_noWikiID,0.0975111340573339,0.0908771663478261
DIE_SCHWARZE_GALEERE_noWikiID,0.305392408053958,0.2829985235652173
DIE_SCHWARZE_SPINNE_(NOVELLE)_Q502598,0.321481356814517,0.2722510484347825
DIE_VERSUCHUNG_DES_PESCARA_Q1217221,0.372234887656701,0.1591859066086956
DIE_WAHLVERWANDTSCHAFTEN_Q951198,0.33800545810469,0.14843382556521742
EFFI_BRIEST_Q1296168,0.848215508034503,0.10131390113043472
EIN_BRIEF_(HOFMANNSTHAL)_Q1304342,0.144732511897424,0.32833577240000006
EIN_KAMPF_UM_ROM_Q636812,0.0367536016133564,0.10672971452173917
EKKEHARD_noWikiID,0.0275134422375932,0.13009433713043475
ELISA_ODER_DAS_WEIB_WIE_ES_SEYN_SOLLTE_noWikiID,0.0205467828522686,0.2132303825217392
FLORENTIN_noWikiID,0.291000461924749,0.1025054532173913
FRANZ_STERNBALDS_WANDERUNGEN_Q1449176,0.725697489186951,0.08900983695652175
FRAU_BEATE_UND_IHR_SOHN_Q1451452,0.0741722353260478,0.1460216056521739
FRAU_JENNY_TREIBEL_Q351933,0.481513882543301,0.16250539765217395
GABRIELE_noWikiID,0.0205467828522686,0.13667214521739127
GESCHICHTE_DES_AGATHON_Q1517277,0.948685656615469,0.15146910782608694
GODWI_Q1533941,0.164245491888855,0.09062529634782603
GRETE_MINDE_noWikiID,0.289764790109877,0.22465669608695651
HANS_UND_HEINZ_KIRCH_Q1489200,0.389868771519071,0.17331494900869565
HASTENBECK_noWikiID,0.0560723413501725,0.24038363652173902
HEINRICH_VON_OFTERDINGEN_Q58178849,0.921899833474736,0.1400093355652174
HESPERUS_ODER_45_HUNDPOSTTAGE_Q1527881,0.0975111340573339,0.09346677817391305
IMMENSEE_noWikiID,0.462879594039226,0.1485307379130435
JENNY_noWikiID,0.0237824899093644,0.15244451765217393
KREISLERIANA_noWikiID,0.321481356814517,0.18488984191304345
LEBENS-ANSICHTEN_DES_KATERS_MURR_Q1314475,0.425970768854918,0.10535142817391308
LEUTNANT_GUSTL_Q1821658,0.462879594039226,0.18378247652173904
LICHTENSTEIN_noWikiID,0.274620702296579,0.1171591453043479
LUCINDE_Q1873464,0.646802287618677,0.15700528243478265
LYDIA_noWikiID,0.0221068485323305,0.13070814852173912
MALER_NOLTEN_Q1752673,0.0741722353260478,0.12113271147826092
MARIA_noWikiID,0.0394945910733656,0.16034544408695656
MARION_noWikiID,0.0560723413501725,0.16310044434782614
MARTIN_SALANDER_Q1904882,0.0975111340573339,0.13221322904347826
MEISTER_FLOH_Q837936,0.33800545810469,0.14844107286956526
MEISTER_TIMPE_noWikiID,0.0455753535426939,0.10490294504347825
MICHAEL_KOHLHAAS_Q279676,0.354934606197489,0.20770113321739136
NACHTWACHEN_Q1962904,0.557525892938665,0.15685085347826083
NINON_noWikiID,0.0601640846066759,0.17929354443478276
PAPA_HAMLET_Q2050484,0.464370821315899,0.14344898269565218
PRINZESSIN_BRAMBILLA_Q570890,0.33800545810469,0.1729358333043479
QUITT_(FONTANE)_Q1589389,0.0794735706665683,0.1307712207826087
REITERGESCHICHTE_Q2142105,0.321481356814517,0.3452180717391303
RENATE_noWikiID,0.0601640846066759,0.12478343165217391
SCHACH_VON_WUTHENOW_Q2229265,0.645431155250413,0.11323926226086965
SCHELMUFFSKY_Q107356648,0.33800545810469,0.388289324
SIEBEN_LEGENDEN_Q1652394,0.33800545810469,0.14325179434782603
SOLL_UND_HABEN_(ROMAN)_Q2298931,0.796427302529609,0.1093571547826087
STOPFKUCHEN_Q1495045,0.71056394677693,0.10267308591304343
TITAN_(JEAN_PAUL)_Q492384,0.127184961519692,0.09434127139130433
UNDINE_noWikiID,0.462879594039226,0.14017758060869565
UNTERHALTUNGEN_DEUTSCHER_AUSGEWANDERTEN_Q1680528,0.33800545810469,0.17592503539130433
VITTORIA_ACCOROMBONA_Q1403207,0.0975111340573339,0.13559446182608692
VOR_DEM_STURM_(ROMAN)_Q1273542,0.2221662156401,0.09553699521739129
"WALLY,_DIE_ZWEIFLERIN_noWikiID",0.662351989355763,0.22246259199999985
WAS_DIE_ISAR_RAUSCHT_noWikiID,0.0318106268524673,0.11739057895652176
WILHELM_MEISTERS_LEHRJAHRE_Q1194031,0.999115717764715,0.11836904869565215
WILHELM_MEISTERS_THEATRALISCHE_SENDUNG_Q2574172,0.425970768854918,0.10144267121739128
WILHELM_MEISTERS_WANDERJAHRE_Q478344,0.645431155250413,0.08817204686956523
WILLIAM_LOVELL_Q2579763,0.372234887656701,0.13300998695652175
WOLDEMAR_noWikiID,0.0560723413501725,0.11931033965217393
ZUM_WILDEN_MANN_Q229600,0.33800545810469,0.17064993686956523
ZUR_CHRONIK_VON_GRIESHUUS_noWikiID,0.0794735706665683,0.2708490707826086
