,Year,mean,std
0,-50,0.6538057787266652,0.1184379805793181
1,-49,0.6560183658645181,0.1177931870825093
2,-48,0.6570632672743483,0.11985094707845662
3,-47,0.6587475223410538,0.12036545844355971
4,-46,0.6602750300584045,0.12057813044107085
5,-45,0.6630348614985466,0.11971292187851396
6,-44,0.6657932784430676,0.12057589753575394
7,-43,0.6680578295291075,0.1215041460769018
8,-42,0.6716241834688256,0.1205654718890852
9,-41,0.6751232849431426,0.11918593596805799
10,-40,0.6762834569584802,0.11967954259699269
11,-39,0.6781658338232852,0.11927137363128486
12,-38,0.6800011671168933,0.11925623957776622
13,-37,0.6819012077400081,0.11994047174668394
14,-36,0.6840878804711801,0.11794763511036885
15,-35,0.6871802391934022,0.11935554389315359
16,-34,0.6889321294243789,0.11966887482379751
17,-33,0.6934334730216372,0.11904460479363861
18,-32,0.6945127805735823,0.11997239104238537
19,-31,0.6963443734698095,0.12071027384754127
20,-30,0.6996270525369596,0.12151437051529773
21,-29,0.7013402889850859,0.12093882226722819
22,-28,0.7040197547382074,0.12165348458830615
23,-27,0.70595044244716,0.12292346780256207
24,-26,0.7097044534470797,0.12163953166797797
25,-25,0.7114574728629974,0.12278221658588857
26,-24,0.7131541102569634,0.12334268485805122
27,-23,0.7159649806972997,0.11980984368852247
28,-22,0.717608064880189,0.11914612579565677
29,-21,0.7196568806384207,0.1186234929381161
30,-20,0.7221722637810513,0.11786845479991928
31,-19,0.7228897595627989,0.11844051992762822
32,-18,0.7258164271590308,0.11864316461787462
33,-17,0.7275811347165221,0.12020476376447713
34,-16,0.7305322863765146,0.12009831822380437
35,-15,0.7346058147188578,0.11857391317580877
36,-14,0.7374252936353602,0.11860919042553361
37,-13,0.7412591211538242,0.11490533339984993
38,-12,0.7462796712764186,0.11208738884192294
39,-11,0.7479989221289802,0.1117590245577442
40,-10,0.7499380662810491,0.11247242120702484
41,-9,0.7525987731305757,0.11338018413331157
42,-8,0.755319536227883,0.11192592717033702
43,-7,0.7584646256926257,0.11094187359937266
44,-6,0.7621257103115042,0.10988396779070023
45,-5,0.7657597728173715,0.10846836804117721
46,-4,0.7784977072664958,0.10863632460320001
47,-3,0.7804659776161452,0.1081359634061693
48,-2,0.7810422228531652,0.10810137170032752
49,-1,0.7824854408212254,0.10802634056824599
50,0,0.7827302614032784,0.10835857052556644
51,1,0.7825792706718208,0.10844124076554669
52,2,0.7830038171182753,0.10883322742087044
53,3,0.7822528506030618,0.1094995507994759
54,4,0.7821311344778005,0.10943778274289703
55,5,0.780612464363645,0.11049010114076295
56,6,0.7708188227793376,0.11095397032112932
57,7,0.7690672672557446,0.11103409074051027
58,8,0.7678604707105023,0.11142582031303791
59,9,0.7679555302594911,0.10956795749921651
60,10,0.7679349616726376,0.10919058893130035
61,11,0.768327250238932,0.10673246368526655
62,12,0.7671696980260951,0.10784161284423514
63,13,0.7673732856634741,0.10698426646036328
64,14,0.7676368169834649,0.10426454620012193
65,15,0.7656042939452607,0.10757318975246187
66,16,0.7655503106445828,0.10493527341432311
67,17,0.7666325707235836,0.1021671131134099
68,18,0.7668666823469227,0.10210562095126498
69,19,0.7656995838360812,0.10382894633769787
70,20,0.766179654840253,0.10235764290594394
71,21,0.7666816491441871,0.10203932062949761
72,22,0.7651740038839502,0.10247415664298141
73,23,0.7654194958618851,0.10057815350015614
74,24,0.764061261692186,0.10090489607701818
75,25,0.7636315075874908,0.10024196371695798
76,26,0.7637376683588086,0.0992743570033801
77,27,0.7650458872487595,0.0974866106556152
78,28,0.7633881612146046,0.09804029662325264
79,29,0.7626911124673929,0.09940498725629926
80,30,0.7609935661945492,0.10176938745484819
81,31,0.7616651186210945,0.10082689508121491
82,32,0.7624126567910778,0.0986285991532557
83,33,0.7633454510859476,0.09876548388576059
84,34,0.7629259656896391,0.09748422813056269
85,35,0.7639455862697733,0.09591701433609916
86,36,0.7635095671302278,0.09694109937059066
87,37,0.7627834106061089,0.09697962754940563
88,38,0.7623299547767429,0.09573872157015914
89,39,0.7615523114831003,0.0958283484871712
90,40,0.7601356370388835,0.09595747951395533
91,41,0.7577720024944483,0.09616255666234039
92,42,0.7574121383525059,0.0968601495523248
93,43,0.7561884355978026,0.09621305175515381
94,44,0.7542408423534138,0.09800460507789095
95,45,0.751750850270179,0.10122237896457137
96,46,0.7495234236668197,0.1051050990251558
97,47,0.7491368943160034,0.10233851017795015
98,48,0.7499673584900348,0.0979777000708543
99,49,0.7490170664759292,0.09668115545624265
100,50,0.7495303674878244,0.09411089464464024
